component_name,expected_visible,export_visibility_state,alpha,display_color,visibility_risk,notes
input_box_4_demo_tube_05_purple75,yes,visible,1.000,"rgba(0.000,0.000,0.000,1.000)",low,visible compound STEP geometry
input_box_4_demo_tube_05_purple75,yes,visible,1.000,"rgba(0.000,0.000,0.000,1.000)",low,visible compound STEP geometry
input_box_4_demo_tube_05_purple75,yes,visible,1.000,"rgba(0.000,0.000,0.000,1.000)",low,visible compound STEP geometry
input_box_4_demo_tube_05_purple75,yes,visible,1.000,"rgba(0.000,0.000,0.000,1.000)",low,visible compound STEP geometry
input_box_4_demo_tube_05_purple75,yes,visible,1.000,"rgba(0.000,0.000,0.000,1.000)",low,visible compound STEP geometry
scan_station_demo_tube_yellow100,yes,visible,0.550,"rgba(0.780,0.840,0.880,0.550)",low,visible compound STEP geometry
scan_station_demo_tube_yellow100,yes,visible,1.000,"rgba(1.000,0.820,0.050,1.000)",low,visible compound STEP geometry
scan_station_demo_tube_yellow100,yes,visible,1.000,"rgba(1.000,1.000,1.000,1.000)",low,visible compound STEP geometry
scan_station_demo_tube_yellow100,yes,visible,1.000,"rgba(0.000,0.000,0.000,1.000)",low,visible compound STEP geometry
scan_station_demo_tube_yellow100,yes,visible,1.000,"rgba(0.000,0.000,0.000,1.000)",low,visible compound STEP geometry
scan_station_demo_tube_yellow100,yes,visible,1.000,"rgba(0.000,0.000,0.000,1.000)",low,visible compound STEP geometry
scan_station_demo_tube_yellow100,yes,visible,1.000,"rgba(0.000,0.000,0.000,1.000)",low,visible compound STEP geometry
scan_station_demo_tube_yellow100,yes,visible,1.000,"rgba(0.000,0.000,0.000,1.000)",low,visible compound STEP geometry
scan_station_demo_tube_yellow100,yes,visible,1.000,"rgba(0.000,0.000,0.000,1.000)",low,visible compound STEP geometry
scan_station_demo_tube_yellow100,yes,visible,1.000,"rgba(0.000,0.000,0.000,1.000)",low,visible compound STEP geometry
category_A_classified_tube_01_purple75,yes,visible,0.550,"rgba(0.780,0.840,0.880,0.550)",low,visible compound STEP geometry
category_A_classified_tube_01_purple75,yes,visible,1.000,"rgba(0.450,0.160,0.750,1.000)",low,visible compound STEP geometry
category_A_classified_tube_01_purple75,yes,visible,1.000,"rgba(1.000,1.000,1.000,1.000)",low,visible compound STEP geometry
category_A_classified_tube_01_purple75,yes,visible,1.000,"rgba(0.000,0.000,0.000,1.000)",low,visible compound STEP geometry
category_A_classified_tube_01_purple75,yes,visible,1.000,"rgba(0.000,0.000,0.000,1.000)",low,visible compound STEP geometry
category_A_classified_tube_01_purple75,yes,visible,1.000,"rgba(0.000,0.000,0.000,1.000)",low,visible compound STEP geometry
category_A_classified_tube_01_purple75,yes,visible,1.000,"rgba(0.000,0.000,0.000,1.000)",low,visible compound STEP geometry
category_A_classified_tube_01_purple75,yes,visible,1.000,"rgba(0.000,0.000,0.000,1.000)",low,visible compound STEP geometry
category_A_classified_tube_01_purple75,yes,visible,1.000,"rgba(0.000,0.000,0.000,1.000)",low,visible compound STEP geometry
category_A_classified_tube_01_purple75,yes,visible,1.000,"rgba(0.000,0.000,0.000,1.000)",low,visible compound STEP geometry
category_A_classified_tube_02_purple75,yes,visible,0.550,"rgba(0.780,0.840,0.880,0.550)",low,visible compound STEP geometry
category_A_classified_tube_02_purple75,yes,visible,1.000,"rgba(0.450,0.160,0.750,1.000)",low,visible compound STEP geometry
category_A_classified_tube_02_purple75,yes,visible,1.000,"rgba(1.000,1.000,1.000,1.000)",low,visible compound STEP geometry
category_A_classified_tube_02_purple75,yes,visible,1.000,"rgba(0.000,0.000,0.000,1.000)",low,visible compound STEP geometry
category_A_classified_tube_02_purple75,yes,visible,1.000,"rgba(0.000,0.000,0.000,1.000)",low,visible compound STEP geometry
category_A_classified_tube_02_purple75,yes,visible,1.000,"rgba(0.000,0.000,0.000,1.000)",low,visible compound STEP geometry
category_A_classified_tube_02_purple75,yes,visible,1.000,"rgba(0.000,0.000,0.000,1.000)",low,visible compound STEP geometry
category_A_classified_tube_02_purple75,yes,visible,1.000,"rgba(0.000,0.000,0.000,1.000)",low,visible compound STEP geometry
category_A_classified_tube_02_purple75,yes,visible,1.000,"rgba(0.000,0.000,0.000,1.000)",low,visible compound STEP geometry
category_A_classified_tube_02_purple75,yes,visible,1.000,"rgba(0.000,0.000,0.000,1.000)",low,visible compound STEP geometry
category_A_classified_tube_03_purple75,yes,visible,0.550,"rgba(0.780,0.840,0.880,0.550)",low,visible compound STEP geometry
category_A_classified_tube_03_purple75,yes,visible,1.000,"rgba(0.450,0.160,0.750,1.000)",low,visible compound STEP geometry
category_A_classified_tube_03_purple75,yes,visible,1.000,"rgba(1.000,1.000,1.000,1.000)",low,visible compound STEP geometry
category_A_classified_tube_03_purple75,yes,visible,1.000,"rgba(0.000,0.000,0.000,1.000)",low,visible compound STEP geometry
category_A_classified_tube_03_purple75,yes,visible,1.000,"rgba(0.000,0.000,0.000,1.000)",low,visible compound STEP geometry
category_A_classified_tube_03_purple75,yes,visible,1.000,"rgba(0.000,0.000,0.000,1.000)",low,visible compound STEP geometry
category_A_classified_tube_03_purple75,yes,visible,1.000,"rgba(0.000,0.000,0.000,1.000)",low,visible compound STEP geometry
category_A_classified_tube_03_purple75,yes,visible,1.000,"rgba(0.000,0.000,0.000,1.000)",low,visible compound STEP geometry
category_A_classified_tube_03_purple75,yes,visible,1.000,"rgba(0.000,0.000,0.000,1.000)",low,visible compound STEP geometry
category_A_classified_tube_03_purple75,yes,visible,1.000,"rgba(0.000,0.000,0.000,1.000)",low,visible compound STEP geometry
category_B_classified_tube_01_yellow100,yes,visible,0.550,"rgba(0.780,0.840,0.880,0.550)",low,visible compound STEP geometry
category_B_classified_tube_01_yellow100,yes,visible,1.000,"rgba(1.000,0.820,0.050,1.000)",low,visible compound STEP geometry
category_B_classified_tube_01_yellow100,yes,visible,1.000,"rgba(1.000,1.000,1.000,1.000)",low,visible compound STEP geometry
category_B_classified_tube_01_yellow100,yes,visible,1.000,"rgba(0.000,0.000,0.000,1.000)",low,visible compound STEP geometry
category_B_classified_tube_01_yellow100,yes,visible,1.000,"rgba(0.000,0.000,0.000,1.000)",low,visible compound STEP geometry
category_B_classified_tube_01_yellow100,yes,visible,1.000,"rgba(0.000,0.000,0.000,1.000)",low,visible compound STEP geometry
category_B_classified_tube_01_yellow100,yes,visible,1.000,"rgba(0.000,0.000,0.000,1.000)",low,visible compound STEP geometry
category_B_classified_tube_01_yellow100,yes,visible,1.000,"rgba(0.000,0.000,0.000,1.000)",low,visible compound STEP geometry
category_B_classified_tube_01_yellow100,yes,visible,1.000,"rgba(0.000,0.000,0.000,1.000)",low,visible compound STEP geometry
category_B_classified_tube_01_yellow100,yes,visible,1.000,"rgba(0.000,0.000,0.000,1.000)",low,visible compound STEP geometry
category_B_classified_tube_02_yellow100,yes,visible,0.550,"rgba(0.780,0.840,0.880,0.550)",low,visible compound STEP geometry
category_B_classified_tube_02_yellow100,yes,visible,1.000,"rgba(1.000,0.820,0.050,1.000)",low,visible compound STEP geometry
category_B_classified_tube_02_yellow100,yes,visible,1.000,"rgba(1.000,1.000,1.000,1.000)",low,visible compound STEP geometry
category_B_classified_tube_02_yellow100,yes,visible,1.000,"rgba(0.000,0.000,0.000,1.000)",low,visible compound STEP geometry
category_B_classified_tube_02_yellow100,yes,visible,1.000,"rgba(0.000,0.000,0.000,1.000)",low,visible compound STEP geometry
category_B_classified_tube_02_yellow100,yes,visible,1.000,"rgba(0.000,0.000,0.000,1.000)",low,visible compound STEP geometry
