run_id,sample_id,input_box_id,input_slot_id,tube_height_mm,category,barcode_status,is_abnormal,target_zone,target_box_id,target_slot_id,num_waypoints,estimated_xy_distance_mm,estimated_z_distance_mm,uses_manual_review,was_queued,queue_wait_event,final_status,notes
forced_category_A_full,MBOX-019,input_box_1,D1,75,unknown,fail,yes,manual_review,manual_review_bin,A2,12,666.249,850.000,yes,no,,placed_manual_review,trajectory_id=forced_category_A_full_0019_MBOX-019
forced_category_A_full,MBOX-020,input_box_1,D2,100,Category B,success,no,output_B,category_B_output_box,A5,12,868.033,750.000,no,no,,placed_output,trajectory_id=forced_category_A_full_0020_MBOX-020
forced_category_A_full,MBOX-021,input_box_1,D3,75,Category C,success,no,output_C,category_C_output_box,A5,12,620.936,850.000,no,no,,placed_output,trajectory_id=forced_category_A_full_0021_MBOX-021
forced_category_A_full,MBOX-022,input_box_1,D4,75,Category D,success,no,output_D,category_D_output_box,A5,12,808.938,850.000,no,no,,placed_output,trajectory_id=forced_category_A_full_0022_MBOX-022
forced_category_A_full,MBOX-023,input_box_1,D5,100,Category A,success,no,,,,1,0.000,0.000,no,yes,,queued_pending,trajectory_id=forced_category_A_full_0023_MBOX-023_queued
forced_category_A_full,MBOX-024,input_box_1,D6,75,Category B,success,no,output_B,category_B_output_box,A6,12,818.422,850.000,no,no,,placed_output,trajectory_id=forced_category_A_full_0024_MBOX-024
forced_category_A_full,MBOX-025,input_box_2,A1,75,Category C,success,no,output_C,category_C_output_box,A6,12,668.404,850.000,no,no,,placed_output,trajectory_id=forced_category_A_full_0025_MBOX-025
forced_category_A_full,MBOX-026,input_box_2,A2,100,Category D,success,no,output_D,category_D_output_box,A6,12,852.324,750.000,no,no,,placed_output,trajectory_id=forced_category_A_full_0026_MBOX-026
forced_category_A_full,MBOX-027,input_box_2,A3,75,Category A,success,no,,,,1,0.000,0.000,no,yes,,queued_pending,trajectory_id=forced_category_A_full_0027_MBOX-027_queued
forced_category_A_full,MBOX-028,input_box_2,A4,75,Category B,success,no,output_B,category_B_output_box,B1,12,680.175,850.000,no,no,,placed_output,trajectory_id=forced_category_A_full_0028_MBOX-028
forced_category_A_full,MBOX-029,input_box_2,A5,100,Category C,success,no,output_C,category_C_output_box,B1,12,447.228,750.000,no,no,,placed_output,trajectory_id=forced_category_A_full_0029_MBOX-029
forced_category_A_full,MBOX-030,input_box_2,A6,75,Category D,success,no,output_D,category_D_output_box,B1,12,630.449,850.000,no,no,,placed_output,trajectory_id=forced_category_A_full_0030_MBOX-030
forced_category_A_full,MBOX-031,input_box_2,B1,75,Category A,success,no,,,,1,0.000,0.000,no,yes,,queued_pending,trajectory_id=forced_category_A_full_0031_MBOX-031_queued
forced_category_A_full,MBOX-032,input_box_2,B2,100,Category B,success,no,output_B,category_B_output_box,B2,12,740.479,750.000,no,no,,placed_output,trajectory_id=forced_category_A_full_0032_MBOX-032
forced_category_A_full,MBOX-033,input_box_2,B3,75,Category C,success,no,output_C,category_C_output_box,B2,12,503.250,850.000,no,no,,placed_output,trajectory_id=forced_category_A_full_0033_MBOX-033
forced_category_A_full,MBOX-034,input_box_2,B4,75,Category D,success,no,output_D,category_D_output_box,B2,12,682.855,850.000,no,no,,placed_output,trajectory_id=forced_category_A_full_0034_MBOX-034
forced_category_A_full,MBOX-035,input_box_2,B5,100,Category A,success,no,,,,1,0.000,0.000,no,yes,,queued_pending,trajectory_id=forced_category_A_full_0035_MBOX-035_queued
forced_category_A_full,MBOX-036,input_box_2,B6,75,Category B,success,no,output_B,category_B_output_box,B3,12,673.379,850.000,no,no,,placed_output,trajectory_id=forced_category_A_full_0036_MBOX-036
forced_category_A_full,MBOX-037,input_box_2,C1,75,unknown,invalid,yes,manual_review,manual_review_bin,A3,12,618.533,850.000,yes,no,,placed_manual_review,trajectory_id=forced_category_A_full_0037_MBOX-037
