run_id,trajectory_id,sample_id,step_order,state,input_box_id,input_slot_id,target_zone,target_box_id,target_slot_id,x_mm,y_mm,z_mm,gripper_action,scanner_action,category_status,pending_queue_action,operator_event,expected_result,notes
baseline_multi_box_run,baseline_multi_box_run_0008_MBOX-008,MBOX-008,2,APPROACH_INPUT_SLOT,input_box_1,B2,output_C,category_C_output_box,A2,-372.000,299.000,130.000,open,off,available,none,,placed_output,approach input slot
baseline_multi_box_run,baseline_multi_box_run_0008_MBOX-008,MBOX-008,3,PICK_TUBE,input_box_1,B2,output_C,category_C_output_box,A2,-372.000,299.000,80.000,close,off,available,none,,placed_output,pick tube
baseline_multi_box_run,baseline_multi_box_run_0008_MBOX-008,MBOX-008,4,LIFT_TO_SAFE_Z,input_box_1,B2,output_C,category_C_output_box,A2,-372.000,299.000,200.000,hold,off,available,none,,placed_output,lift picked tube
baseline_multi_box_run,baseline_multi_box_run_0008_MBOX-008,MBOX-008,5,MOVE_SAFE_ABOVE_SCAN,input_box_1,B2,output_C,category_C_output_box,A2,-140.000,60.000,200.000,hold,off,available,none,,placed_output,move above scan station
baseline_multi_box_run,baseline_multi_box_run_0008_MBOX-008,MBOX-008,6,APPROACH_SCAN_STATION,input_box_1,B2,output_C,category_C_output_box,A2,-140.000,60.000,75.000,hold,off,available,none,,placed_output,approach scan station
baseline_multi_box_run,baseline_multi_box_run_0008_MBOX-008,MBOX-008,7,SCAN_BARCODE,input_box_1,B2,output_C,category_C_output_box,A2,-140.000,60.000,75.000,hold,scan,available,none,,placed_output,scan and classify
baseline_multi_box_run,baseline_multi_box_run_0008_MBOX-008,MBOX-008,8,LIFT_TO_SAFE_Z_AFTER_SCAN,input_box_1,B2,output_C,category_C_output_box,A2,-140.000,60.000,200.000,hold,off,available,none,,placed_output,lift after scan
baseline_multi_box_run,baseline_multi_box_run_0008_MBOX-008,MBOX-008,9,MOVE_SAFE_ABOVE_TARGET,input_box_1,B2,output_C,category_C_output_box,A2,118.000,2.000,200.000,hold,off,available,none,,placed_output,move above target
baseline_multi_box_run,baseline_multi_box_run_0008_MBOX-008,MBOX-008,10,APPROACH_TARGET_SLOT,input_box_1,B2,output_C,category_C_output_box,A2,118.000,2.000,130.000,hold,off,available,none,,placed_output,approach target slot
baseline_multi_box_run,baseline_multi_box_run_0008_MBOX-008,MBOX-008,11,PLACE_TUBE,input_box_1,B2,output_C,category_C_output_box,A2,118.000,2.000,70.000,open,off,available,none,,placed_output,place tube
